cost_mode,lambda,raw_utility,calibrated_utility,best_always_policy,best_always_utility,cascade_utility,oracle_direct_utility,calibrated_minus_raw,calibrated_minus_always,calibrated_minus_cascade,calibrated_reward,calibrated_cost,calibrated_choice_counts_by_route,raw_reward,raw_cost,raw_choice_counts_by_route
fixed_train_mean,0.0,0.40559440559440557,0.4020979020979021,always::solver:openai/gpt-oss-120b,0.47202797202797203,0.44405594405594406,0.5594405594405595,-0.003496503496503489,-0.06993006993006995,-0.04195804195804198,0.4020979020979021,0.008244505545454545,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 37, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 88, ""solver:openai/gpt-oss-120b"": 149, ""solver:openai/gpt-oss-20b"": 12}",0.40559440559440557,0.009137211993006994,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 64, ""solver:openai/gpt-oss-120b"": 174, ""solver:openai/gpt-oss-20b"": 0}"
fixed_train_mean,5.0,0.3562943503146853,0.3548359075699301,always::solver:openai/gpt-oss-120b,0.4024962157342658,0.34523427304195803,0.5523312229195805,-0.0014584427447552062,-0.047660308164335696,0.00960163452797208,0.38461538461538464,0.005955895409090909,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 120, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 11, ""solver:openai/gpt-oss-120b"": 118, ""solver:openai/gpt-oss-20b"": 37}",0.38461538461538464,0.00566420686013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 120, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 29, ""solver:openai/gpt-oss-120b"": 115, ""solver:openai/gpt-oss-20b"": 22}"
fixed_train_mean,10.0,0.3283694946853147,0.3151449991258741,always::solver:Qwen/Qwen3-Coder-30B-A3B-Instruct,0.35880946013986,0.31284616846153845,0.5452218863986014,-0.013224495559440552,-0.043664461013985856,0.0022988306643356715,0.36363636363636365,0.004849136451048951,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 128, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 83, ""solver:openai/gpt-oss-20b"": 70}",0.3741258741258741,0.004575637944055943,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 123, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 18, ""solver:openai/gpt-oss-120b"": 78, ""solver:openai/gpt-oss-20b"": 67}"
fixed_train_mean,15.0,0.3030347550174825,0.2956938651923077,always::solver:openai/gpt-oss-20b,0.3429519941433566,0.32859655265734267,0.5381125498776224,-0.007340889825174779,-0.04725812895104886,-0.03290268746503494,0.35664335664335667,0.00406329943006993,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 134, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 1, ""solver:openai/gpt-oss-120b"": 61, ""solver:openai/gpt-oss-20b"": 90}",0.36363636363636365,0.0040401072412587415,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 130, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 10, ""solver:openai/gpt-oss-120b"": 61, ""solver:openai/gpt-oss-20b"": 85}"
fixed_train_mean,20.0,0.283868859020979,0.2844253502797203,always::solver:openai/gpt-oss-20b,0.3278986961538462,0.31342011216783217,0.5310032133566432,0.0005564912587412985,-0.04347334587412588,-0.028994761888111842,0.35664335664335667,0.003610900318181818,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 141, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 53, ""solver:openai/gpt-oss-20b"": 92}",0.35664335664335667,0.003638724881118881,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 134, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 5, ""solver:openai/gpt-oss-120b"": 50, ""solver:openai/gpt-oss-20b"": 97}"
fixed_train_mean,25.0,0.28696700026223776,0.27239015699300695,always::solver:openai/gpt-oss-20b,0.3128453981643358,0.29824367167832166,0.5238938768356644,-0.01457684326923081,-0.04045524117132887,-0.025853514685314716,0.3531468531468531,0.0032302678461538464,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 143, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 44, ""solver:openai/gpt-oss-20b"": 99}",0.36013986013986016,0.0029269143951048946,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 139, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 4, ""solver:openai/gpt-oss-120b"": 37, ""solver:openai/gpt-oss-20b"": 106}"
fixed_train_mean,30.0,0.28925356139860137,0.28551463038461544,always::solver:openai/gpt-oss-20b,0.29779210017482544,0.28306723118881116,0.5170566298951049,-0.0037389310139859244,-0.012277469790209994,0.0024473991958042784,0.35664335664335667,0.0023709575419580417,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 29, ""solver:openai/gpt-oss-20b"": 109}",0.3531468531468531,0.0021297763916083914,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 144, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 21, ""solver:openai/gpt-oss-20b"": 121}"
fixed_train_mean,35.0,0.30316662645104897,0.2892424565209791,always::solver:openai/gpt-oss-20b,0.2827388021853147,0.26789079069930066,0.5105753922202797,-0.013924169930069896,0.006503654335664355,0.02135166582167841,0.35664335664335667,0.0019257400034965032,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 151, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 19, ""solver:openai/gpt-oss-20b"": 116}",0.35664335664335667,0.001527906576923077,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 148, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 6, ""solver:openai/gpt-oss-20b"": 132}"
fixed_train_mean,40.0,0.2956026313286713,0.2923903644755245,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.27973649986013965,0.25271435020979016,0.5040941545454545,-0.0032122668531467946,0.012653864615384869,0.03967601426573436,0.35664335664335667,0.001606324804195804,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 11, ""solver:openai/gpt-oss-20b"": 118}",0.34965034965034963,0.001351192958041958,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 150, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 136}"
fixed_train_mean,45.0,0.2937985287237762,0.28735467954545457,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2784273385664334,nan,0.4976129168706294,-0.006443849178321637,0.008927340979021148,nan,0.34615384615384615,0.0013066481468531465,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 160, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 1, ""solver:openai/gpt-oss-20b"": 125}",0.3531468531468531,0.0013188516538461537,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 153, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 133}"
fixed_train_mean,50.0,0.28836883583916084,0.28695841555944057,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.27711817727272736,0.22236146923076922,0.4911316791958042,-0.0014104202797202703,0.00984023828671321,0.06459694632867136,0.34615384615384615,0.0011839086118881116,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 165, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 121}",0.3531468531468531,0.0012955603461538463,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 157, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 129}"
fixed_train_mean,60.0,0.2810279886013986,0.2787492386013986,always::scout:Qwen/Qwen3-4B-Instruct-2507,0.2744998546853147,nan,0.47872681545454543,-0.002278749999999996,0.004249383916083926,nan,0.34615384615384615,0.0011234101258741256,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 174, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 112}",0.34965034965034963,0.0011437060174825174,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 169, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 117}"
