score_model,lambda,n,eval_mean_reward_mean,eval_mean_reward_std,eval_mean_cost_mean,eval_mean_cost_std,eval_mean_utility_mean,eval_mean_utility_std,eval_utility_minus_best_baseline_mean,eval_utility_minus_best_baseline_std,oracle_dynamic_utility_mean,oracle_dynamic_utility_std,oracle_dynamic_reward_mean,oracle_dynamic_reward_std,oracle_dynamic_cost_mean,oracle_dynamic_cost_std,eval_escalate_120b_mean,eval_escalate_120b_std,eval_mean_20b_rollouts_mean,eval_mean_20b_rollouts_std
raw_state_score,0.0,20,0.5324324324324323,0.034821888450608435,0.01445811917635135,0.0045556710028110915,0.5324324324324323,0.034821888450608435,-0.014189189189189188,0.02070480195411429,0.5939189189189189,0.03065959812037414,0.5939189189189189,0.03065959812037414,0.00430379117027027,0.00036118814489450484,28.6,19.05885620912231,2.5290540540540545,0.48875736876519726
raw_state_score,1.0,20,0.5344594594594595,0.03687852445674374,0.012225124218243243,0.003032007947799181,0.5222343352412163,0.03839986580958634,-0.012377192136486484,0.018908686209195596,0.5899279093256756,0.03060332148335402,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,27.5,16.64181480488231,1.9209459459459457,0.48982106048322854
raw_state_score,2.0,20,0.5364864864864864,0.037522819937607615,0.011798393983783784,0.0028428569929656164,0.5128896985189189,0.040750185385465765,-0.009762113313513506,0.020201062635209543,0.5859368997324325,0.030553223040682906,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,24.7,12.865068985434938,1.9493243243243246,0.4564262957773035
raw_state_score,5.0,20,0.5277027027027028,0.03809636583516336,0.00944081931081081,0.0032493373602290924,0.4804986061486486,0.04395337587433776,-0.011926419929054067,0.024789626669033997,0.5739638709527027,0.03044028311221014,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,15.2,12.963795740445775,1.8675675675675674,0.40940816733415614
raw_state_score,10.0,20,0.5155405405405405,0.04104973021374062,0.006200025855405405,0.0018993033796796456,0.45354028198648655,0.035992594404440616,-0.004017642797297305,0.021988015524648095,0.5540088229864865,0.030377727058462593,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,4.15,6.835751604615253,1.656756756756757,0.27490618626921975
raw_state_score,20.0,20,0.49459459459459454,0.03661139779498396,0.004010378770945946,0.0012280006607425223,0.41438701917567566,0.037574706232467246,-0.009662828891891902,0.019455432632413217,0.5140987270540542,0.03072432245839136,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,1.3,1.8734993995195197,1.2141891891891894,0.37469917322615265
state_full,0.0,20,0.5351351351351351,0.03482188845060845,0.014929811335135138,0.003362351393864803,0.5351351351351351,0.03482188845060845,-0.011486486486486472,0.019710746142993018,0.5939189189189189,0.03065959812037414,0.5939189189189189,0.03065959812037414,0.00430379117027027,0.00036118814489450484,29.15,13.428607522747845,2.345945945945946,0.3942241874965368
state_full,1.0,20,0.5337837837837838,0.03510913799126103,0.01209545991891892,0.0018652243570456421,0.5216883238648647,0.03550141981357083,-0.012923203512837832,0.017567573762478663,0.5899279093256756,0.03060332148335402,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,27.8,8.565045242145542,1.7331081081081083,0.33533872957061867
state_full,2.0,20,0.5317567567567567,0.034260154956992486,0.01178000680135135,0.0023965095344142175,0.508196743154054,0.035134080476699074,-0.014455068678378369,0.02108682998890302,0.5859368997324325,0.030553223040682906,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,26.65,10.46553868656554,1.7290540540540544,0.33174161907446953
state_full,5.0,20,0.522972972972973,0.03367550214696516,0.009187754351351352,0.0033663586482771575,0.4770342012162162,0.03513856095859431,-0.015390824861486505,0.019017814344601036,0.5739638709527027,0.03044028311221014,0.5939189189189189,0.03065959812037414,0.003991009593243243,0.00043807730455457306,14.55,13.990979236636726,1.8108108108108112,0.3284367649127975
