instance_id,repo,real_scout,proxy_scout,post_pred_scout,input_pred_scout,output_tokens_scout,real_oss,proxy_oss,post_pred_oss,input_pred_oss,output_tokens_oss,real_gemini,proxy_gemini,post_pred_gemini,input_pred_gemini,output_tokens_gemini
astropy__astropy-12907,astropy/astropy,0,0.1623686723973257,0.2333984375,0.3125,2000.0,0,0.3021978021978022,0.2451171875,0.34375,1929.0,1,0.9545454545454546,0.34375,0.427734375,198.0
astropy__astropy-13033,astropy/astropy,0,0.4193811074918567,0.43359375,0.400390625,2000.0,0,0.4633995037220844,0.419921875,0.412109375,1181.0,0,0.6305343511450382,0.515625,0.470703125,265.0
astropy__astropy-13398,astropy/astropy,0,0.16898044971615755,0.16015625,0.2373046875,2000.0,0,0.11194029850746269,0.06494140625,0.1494140625,1947.0,0,0.2490272373540856,0.06396484375,0.1591796875,889.0
astropy__astropy-13579,astropy/astropy,0,0.5103448275862069,0.298828125,0.2890625,2000.0,1,0.3310928553647,0.2734375,0.302734375,3799.0,1,0.5747011952191236,0.37890625,0.373046875,518.0
astropy__astropy-14182,astropy/astropy,0,0.30193336075689015,0.3515625,0.408203125,2000.0,0,0.2774566473988439,0.306640625,0.427734375,1635.0,0,0.06957186544342507,0.365234375,0.490234375,381.0
astropy__astropy-14309,astropy/astropy,0,0.8492159227985525,0.41015625,0.275390625,2000.0,1,0.38341013824884795,0.375,0.33203125,675.0,1,0.5031928480204342,0.498046875,0.4296875,284.0
astropy__astropy-14508,astropy/astropy,0,0.8405103668261563,0.42578125,0.26171875,2000.0,1,0.5453183520599251,0.40234375,0.349609375,2171.0,1,0.2815690488984417,0.51953125,0.458984375,205.0
astropy__astropy-14598,astropy/astropy,0,0.30303030303030304,0.37109375,0.265625,2000.0,0,0.3073200241984271,0.345703125,0.35546875,2550.0,0,0.28821656050955413,0.4609375,0.466796875,228.0
astropy__astropy-14995,astropy/astropy,0,0.6853658536585366,0.30078125,0.275390625,2000.0,1,0.4847457627118644,0.271484375,0.349609375,2127.0,1,0.6592274678111588,0.37109375,0.455078125,394.0
astropy__astropy-7166,astropy/astropy,0,0.5014925373134328,0.267578125,0.2734375,2000.0,1,0.350547730829421,0.357421875,0.3515625,1749.0,1,0.5043246839654025,0.470703125,0.458984375,225.0
astropy__astropy-7336,astropy/astropy,0,0.7438423645320197,0.408203125,0.359375,2000.0,1,0.6949860724233984,0.39453125,0.404296875,766.0,1,0.8978540772532189,0.51171875,0.490234375,107.0
astropy__astropy-7671,astropy/astropy,0,0.3158813263525305,0.484375,0.3125,2000.0,1,0.4482758620689655,0.462890625,0.353515625,786.0,0,0.34355828220858897,0.578125,0.447265625,48.0
django__django-10880,django/django,0,0.12616339193381593,0.27734375,0.37890625,2000.0,1,0.9672316384180791,0.43359375,0.416015625,490.0,1,0.9672316384180791,0.51171875,0.494140625,121.0
django__django-10914,django/django,1,0.9749702026221693,0.52734375,0.255859375,2000.0,1,0.9749702026221693,0.60546875,0.2490234375,279.0,1,0.9749702026221693,0.67578125,0.298828125,155.0
django__django-10973,django/django,0,0.7943225806451613,0.5234375,0.42578125,2000.0,0,0.818137493905412,0.484375,0.41015625,1445.0,0,0.25831399845320957,0.5546875,0.453125,553.0
django__django-10999,django/django,0,0.7293777134587555,0.58203125,0.38671875,2000.0,0,0.7293777134587555,0.609375,0.419921875,803.0,0,0.7293777134587555,0.6640625,0.490234375,271.0
django__django-11066,django/django,1,0.5963302752293578,0.6015625,0.40234375,2000.0,1,0.9358178053830227,0.609375,0.41796875,200.0,1,0.9358178053830227,0.66015625,0.478515625,105.0
django__django-11087,django/django,0,0.3083440780990974,0.1806640625,0.25390625,2000.0,0,0.15107731305449937,0.2109375,0.275390625,720.0,0,0.10710059171597633,0.29296875,0.341796875,734.0
django__django-11099,django/django,1,0.948905109489051,0.56640625,0.423828125,388.0,1,0.948905109489051,0.56640625,0.419921875,386.0,0,0.625531914893617,0.5703125,0.466796875,253.0
django__django-11119,django/django,0,0.7680798004987531,0.578125,0.3984375,2000.0,1,0.810738255033557,0.609375,0.427734375,420.0,1,0.9140271493212669,0.6640625,0.498046875,308.0
django__django-11206,django/django,0,0.2838196286472148,0.478515625,0.41796875,2000.0,1,0.16424840394660475,0.439453125,0.4296875,2639.0,1,0.13751263902932254,0.53125,0.486328125,443.0
django__django-11239,django/django,0,0.4356864443482027,0.326171875,0.423828125,2000.0,0,0.5525695426685525,0.37109375,0.4296875,1038.0,0,0.5456989247311828,0.42578125,0.478515625,337.0
django__django-11276,django/django,0,0.1737331954498449,0.333984375,0.3203125,2000.0,1,0.20790629575402636,0.4296875,0.380859375,1066.0,0,0.09838420107719928,0.51171875,0.478515625,447.0
django__django-11292,django/django,0,0.42671792407496395,0.396484375,0.29296875,2000.0,1,0.36596617119425934,0.4140625,0.37109375,909.0,1,0.3711018711018711,0.50390625,0.474609375,472.0
django__django-11333,django/django,0,0.48224290734987013,0.330078125,0.19140625,2000.0,0,0.16021011162179907,0.208984375,0.1572265625,765.0,0,0.47960618846694797,0.2265625,0.19140625,177.0
django__django-11433,django/django,0,0.5210166177908113,0.310546875,0.263671875,2000.0,0,0.7569124423963134,0.35546875,0.3359375,1528.0,0,0.8697394789579158,0.466796875,0.44140625,232.0
django__django-11451,django/django,0,0.5149501661129569,0.58203125,0.369140625,2000.0,1,0.876993166287016,0.59375,0.412109375,812.0,1,0.9590062111801242,0.65625,0.494140625,172.0
django__django-11490,django/django,0,0.6629659000793021,0.345703125,0.267578125,2000.0,0,0.33640880056777855,0.326171875,0.35546875,2430.0,0,0.8631578947368421,0.43359375,0.46484375,299.0
django__django-11551,django/django,0,0.7275125296755474,0.47265625,0.228515625,2000.0,1,0.7270820222362072,0.46484375,0.255859375,1788.0,1,0.7590859630032644,0.5703125,0.326171875,590.0
django__django-11603,django/django,1,0.9280397022332506,0.470703125,0.38671875,2000.0,1,0.9280397022332506,0.5,0.4140625,582.0,0,0.5974025974025974,0.5078125,0.486328125,337.0
django__django-11728,django/django,0,0.48921775898520087,0.291015625,0.36328125,2000.0,0,0.4950584007187781,0.337890625,0.400390625,1797.0,0,0.5619570187471422,0.435546875,0.478515625,656.0
django__django-11749,django/django,0,0.6172441579371475,0.42578125,0.30078125,2000.0,1,0.4486626402070751,0.439453125,0.33203125,941.0,1,0.6923532898636633,0.55078125,0.412109375,303.0
django__django-11790,django/django,0,0.6815550041356493,0.546875,0.33203125,2000.0,1,0.8086290883785665,0.57421875,0.380859375,490.0,1,0.9583005507474429,0.65625,0.470703125,220.0
django__django-11815,django/django,0,0.8738898756660746,0.5234375,0.33203125,2000.0,1,0.7300435413642961,0.546875,0.3828125,771.0,1,0.9107981220657277,0.62109375,0.474609375,202.0
django__django-11820,django/django,0,0.4991717283268912,0.396484375,0.26171875,2000.0,0,0.3952569169960474,0.5,0.353515625,1030.0,0,0.2868254739912494,0.60546875,0.462890625,408.0
django__django-11848,django/django,0,0.4489247311827957,0.478515625,0.3046875,2000.0,1,0.43377885783718106,0.55078125,0.369140625,963.0,1,0.7240853658536586,0.64453125,0.466796875,211.0
django__django-11880,django/django,0,0.6423135464231354,0.443359375,0.263671875,2000.0,1,0.32878581173260574,0.462890625,0.34765625,491.0,1,0.68,0.5703125,0.455078125,166.0
django__django-11964,django/django,0,0.20579268292682926,0.333984375,0.408203125,2000.0,0,0.19554455445544555,0.37109375,0.427734375,1688.0,1,0.7845744680851063,0.435546875,0.490234375,118.0
django__django-12039,django/django,0,0.426056338028169,0.36328125,0.365234375,2000.0,0,0.3402722177742194,0.349609375,0.40234375,1344.0,0,0.5438373570520966,0.435546875,0.482421875,779.0
django__django-12125,django/django,0,0.182648401826484,0.3515625,0.328125,2000.0,0,0.2331360946745562,0.326171875,0.375,2509.0,0,0.24892703862660945,0.41015625,0.466796875,509.0
django__django-12193,django/django,0,0.7344110854503464,0.3984375,0.275390625,2000.0,1,0.44481887110362256,0.416015625,0.361328125,668.0,1,0.6056971514242878,0.5390625,0.46875,160.0
django__django-12209,django/django,1,0.5182266009852217,0.388671875,0.265625,2000.0,1,0.40364188163884673,0.40234375,0.353515625,1007.0,1,0.4720496894409938,0.515625,0.4609375,187.0
django__django-12262,django/django,0,0.09682187730968218,0.37109375,0.330078125,2000.0,1,0.3887987012987013,0.41015625,0.3828125,1497.0,1,0.9385365853658536,0.515625,0.474609375,142.0
django__django-12273,django/django,0,0.5864022662889519,0.32421875,0.263671875,2000.0,0,0.30756442227763925,0.388671875,0.357421875,2169.0,1,0.3522388059701492,0.494140625,0.46484375,410.0
django__django-12276,django/django,0,0.4683794466403162,0.48046875,0.26953125,2000.0,1,0.3556430446194226,0.5390625,0.353515625,1089.0,1,0.5494949494949495,0.64453125,0.4609375,201.0
django__django-12304,django/django,0,0.28258488499452356,0.56640625,0.41796875,2000.0,1,0.8489583333333334,0.57421875,0.423828125,880.0,1,0.23665223665223664,0.6328125,0.474609375,149.0
django__django-12308,django/django,0,0.6716259298618491,0.357421875,0.298828125,2000.0,0,0.7198641765704584,0.357421875,0.365234375,1276.0,0,0.4318181818181818,0.447265625,0.46484375,372.0
django__django-12419,django/django,1,0.9471458773784355,0.55078125,0.255859375,2000.0,1,0.9556025369978859,0.58203125,0.23828125,343.0,1,0.9556025369978859,0.64453125,0.28125,92.0
django__django-12708,django/django,0,0.1829069134458356,0.421875,0.255859375,2000.0,1,0.6992632283991963,0.43359375,0.32421875,842.0,0,0.601269474899019,0.54296875,0.42578125,1308.0
django__django-12741,django/django,0,0.6494524111251918,0.486328125,0.26953125,2000.0,1,0.7738511326860842,0.380859375,0.1650390625,768.0,0,0.4575208913649025,0.396484375,0.1591796875,450.0
django__django-12754,django/django,0,0.1902439024390244,0.359375,0.255859375,2000.0,1,0.27450980392156865,0.33203125,0.33203125,2241.0,0,0.1331521739130435,0.421875,0.435546875,583.0
django__django-12858,django/django,0,0.41589548176374525,0.33984375,0.275390625,2000.0,1,0.31685944619698564,0.431640625,0.361328125,2443.0,1,0.97632058287796,0.54296875,0.46875,229.0
django__django-12965,django/django,0,0.275609756097561,0.24609375,0.26171875,2000.0,1,0.325635103926097,0.236328125,0.328125,1471.0,0,0.3623789764868603,0.3359375,0.427734375,423.0
django__django-13033,django/django,0,0.48034934497816595,0.234375,0.26171875,2000.0,1,0.2706923477355544,0.23046875,0.326171875,3387.0,1,0.904054054054054,0.3359375,0.427734375,197.0
django__django-13089,django/django,0,0.7275985663082437,0.494140625,0.333984375,2000.0,1,0.665210267613326,0.53125,0.376953125,726.0,1,0.8861131520940485,0.6328125,0.46484375,453.0
django__django-13128,django/django,0,0.43915114768297964,0.36328125,0.263671875,2000.0,0,0.17169811320754716,0.375,0.3515625,1276.0,0,0.20539470428111853,0.482421875,0.458984375,688.0
django__django-13195,django/django,0,0.45310074069234085,0.43359375,0.2578125,2000.0,0,0.19317300232738557,0.2353515625,0.1591796875,1240.0,0,0.23628691983122363,0.2109375,0.1650390625,529.0
django__django-13297,django/django,0,0.25118483412322273,0.2470703125,0.353515625,2000.0,0,0.41987335606429615,0.384765625,0.404296875,1178.0,0,0.47468354430379744,0.458984375,0.490234375,138.0
django__django-13315,django/django,0,0.6329923273657289,0.365234375,0.26171875,2000.0,1,0.6030289123451125,0.404296875,0.34765625,637.0,1,0.5626631853785901,0.5234375,0.45703125,261.0
django__django-13343,django/django,0,0.48331977217249794,0.423828125,0.30859375,2000.0,1,0.42873519296904855,0.43359375,0.376953125,1441.0,0,0.3800829875518672,0.5390625,0.478515625,579.0
django__django-13346,django/django,0,0.17883035282745288,0.25390625,0.294921875,2000.0,0,0.31833150384193193,0.255859375,0.33203125,2478.0,0,0.3991130820399113,0.34375,0.41796875,430.0
django__django-13363,django/django,0,0.4542294322132097,0.220703125,0.318359375,2000.0,1,0.8276595744680851,0.404296875,0.375,685.0,0,0.6379170056956875,0.453125,0.470703125,399.0
django__django-13410,django/django,0,0.8530386740331491,0.52734375,0.404296875,2000.0,1,0.8974358974358975,0.578125,0.4296875,1225.0,1,0.8974358974358975,0.64453125,0.494140625,299.0
django__django-13449,django/django,1,0.20316622691292877,0.486328125,0.255859375,2000.0,0,0.39328743545611017,0.435546875,0.333984375,1770.0,0,0.4401650618982118,0.5390625,0.44140625,312.0
django__django-13512,django/django,0,0.7238295032389344,0.296875,0.18359375,2000.0,0,0.3339404978749241,0.1953125,0.154296875,973.0,0,0.391304347826087,0.21484375,0.1865234375,522.0
django__django-13513,django/django,0,0.28266540194451034,0.546875,0.28515625,2000.0,0,0.27911407477970945,0.57421875,0.33984375,1777.0,0,0.18901533894111827,0.6640625,0.43359375,216.0
django__django-13516,django/django,0,0.19936102236421724,0.30859375,0.291015625,2000.0,1,0.323189926547744,0.32421875,0.35546875,1530.0,1,0.8256227758007118,0.41796875,0.455078125,86.0
django__django-13551,django/django,0,0.5338417540514776,0.58984375,0.404296875,2000.0,0,0.5122932498882432,0.60546875,0.421875,514.0,0,0.5845771144278606,0.65625,0.482421875,575.0
django__django-13568,django/django,0,0.3289315726290516,0.482421875,0.376953125,2000.0,0,0.3032761310452418,0.48046875,0.4140625,1801.0,1,0.8812260536398467,0.5625,0.490234375,187.0
django__django-13658,django/django,0,0.6629491945477075,0.5390625,0.30859375,2000.0,1,0.9332298136645962,0.59375,0.349609375,430.0,1,0.9859571322985957,0.671875,0.4375,209.0
django__django-13670,django/django,0,0.7368421052631579,0.466796875,0.341796875,2000.0,1,0.6957746478873239,0.5859375,0.388671875,454.0,1,0.7744227353463587,0.67578125,0.482421875,109.0
