policy,lambda_dollar,n,solve_rate,mean_cost_dollars,mean_cost_per_1000,utility,mean_calls,stopped_before_any_call,stopped_after_failed_calls,called_counts_by_route,first_counts_by_route,top_sequences
seq_global_train_conditional_stop,0,286,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5594405594405595,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_global_train_conditional_stop,1,286,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5456228770454546,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_global_train_conditional_stop,2,286,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5318051946503497,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_global_train_conditional_stop,3,286,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5179875122552449,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_global_train_conditional_stop,4,286,0.5594405594405595,0.01381768239510489,13.817682395104889,0.5041698298601399,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_global_train_conditional_stop,5,286,0.5594405594405595,0.01381768239510489,13.817682395104889,0.490352147465035,2.7482517482517483,0,126,"{""120B"": 138, ""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 21, ""4B > 20B > 30B > 120B"": 138}"
seq_global_train_conditional_stop,7.5,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.4760469468968532,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_global_train_conditional_stop,10,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.46223509003496505,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_global_train_conditional_stop,12.5,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.448423233173077,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_global_train_conditional_stop,15,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.43461137631118885,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_global_train_conditional_stop,17.5,286,0.5174825174825175,0.0055247427447552445,5.524742744755245,0.4207995194493007,2.265734265734266,0,138,"{""20B"": 203, ""30B"": 159, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 44, ""4B > 20B > 30B"": 159}"
seq_global_train_conditional_stop,20,286,0.44405594405594406,0.002808330996503494,2.8083309965034937,0.3878893241258742,1.7097902097902098,0,159,"{""20B"": 203, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 203}"
seq_global_train_conditional_stop,22.5,286,0.44405594405594406,0.002808330996503494,2.8083309965034937,0.38086849663461547,1.7097902097902098,0,159,"{""20B"": 203, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 203}"
seq_global_train_conditional_stop,25,286,0.44405594405594406,0.002808330996503494,2.8083309965034937,0.3738476691433567,1.7097902097902098,0,159,"{""20B"": 203, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 203}"
seq_global_train_conditional_stop,30,286,0.44405594405594406,0.002808330996503494,2.8083309965034937,0.35980601416083924,1.7097902097902098,0,159,"{""20B"": 203, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 203}"
seq_global_train_conditional_stop,35,286,0.44405594405594406,0.002808330996503494,2.8083309965034937,0.34576435917832177,1.7097902097902098,0,159,"{""20B"": 203, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 203}"
seq_global_train_conditional_stop,40,286,0.44405594405594406,0.002808330996503494,2.8083309965034937,0.3317227041958043,1.7097902097902098,0,159,"{""20B"": 203, ""4B"": 286}","{""4B"": 286}","{""4B"": 83, ""4B > 20B"": 203}"
