policy,lambda_dollar,accounting,mean_true_reward,mean_true_cost_dollars,mean_true_utility,choice_counts_by_route
post_scout_pred_reward_mean_cost,0,after_primary,0.42657342657342656,0.011694677223776222,0.42657342657342656,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 82, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 204, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_pred_reward_mean_cost,5,after_primary,0.3776223776223776,0.008202793059440555,0.3366084123251748,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 98, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 111, ""solver:openai/gpt-oss-20b"": 77}"
post_scout_pred_reward_mean_cost,10,after_primary,0.3741258741258741,0.0025605626433566433,0.34852024769230766,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 116, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 170}"
post_scout_pred_reward_mean_cost,15,after_primary,0.3741258741258741,0.0025026617622377623,0.33658594769230765,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 121, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 165}"
post_scout_pred_reward_mean_cost,20,after_primary,0.3741258741258741,0.0024613117762237757,0.3248996386013986,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 130, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 156}"
post_scout_pred_reward_mean_cost,25,after_primary,0.3776223776223776,0.002436244709790209,0.31671625987762236,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 135, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 151}"
post_scout_pred_reward_mean_cost,30,after_primary,0.3776223776223776,0.0023678382797202783,0.30658722923076925,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 142, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 144}"
post_scout_pred_reward_mean_cost,35,after_primary,0.3741258741258741,0.0022863328426573413,0.2941042246328672,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 154, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 132}"
post_scout_pred_reward_mean_cost,40,after_primary,0.2902097902097902,0.00026183225874125865,0.2797364998601399,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_pred_reward_mean_cost,50,after_primary,0.2902097902097902,0.00026183225874125865,0.27711817727272725,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_pred_reward_mean_cost,75,after_primary,0.2902097902097902,0.00026183225874125865,0.2705723708041958,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_pred_reward_mean_cost,100,after_primary,0.2902097902097902,0.00026183225874125865,0.26402656433566435,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_pred_reward_mean_cost,150,after_primary,0.2902097902097902,0.00026183225874125865,0.2509349513986014,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
post_scout_pred_reward_mean_cost,200,after_primary,0.2902097902097902,0.00026183225874125865,0.2378433384615385,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 0}"
input_only_pred_reward_mean_cost,0,direct,0.47202797202797203,0.013906351258741255,0.47202797202797203,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 0}"
input_only_pred_reward_mean_cost,5,direct,0.38461538461538464,0.0038610139615384616,0.3653103148076923,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 23, ""solver:openai/gpt-oss-20b"": 263}"
input_only_pred_reward_mean_cost,10,direct,0.3881118881118881,0.0030106595979021,0.35800529213286714,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 0, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 286}"
