tau,mean_reward,mean_cost,choose_20b,escalate_120b
-1,0.3881118881118881,0.0030106595979020982,286,0
-0.09375,0.3881118881118881,0.0030106595979020982,286,0
-0.0927734375,0.3881118881118881,0.0030106595979020982,286,0
-0.091796875,0.3881118881118881,0.0030106595979020982,286,0
-0.09130859375,0.3881118881118881,0.0030106595979020982,286,0
-0.0908203125,0.3881118881118881,0.0030106595979020982,286,0
-0.08935546875,0.3881118881118881,0.0030106595979020982,286,0
-0.087890625,0.3881118881118881,0.0030106595979020982,286,0
-0.0869140625,0.3881118881118881,0.0030106595979020982,286,0
-0.0859375,0.3881118881118881,0.0030106595979020982,286,0
-0.085693359375,0.3881118881118881,0.0030106595979020982,286,0
-0.08544921875,0.3881118881118881,0.0030106595979020982,286,0
-0.0849609375,0.3881118881118881,0.0030106595979020982,286,0
-0.08447265625,0.3881118881118881,0.0030106595979020982,286,0
-0.083984375,0.3881118881118881,0.0030106595979020982,286,0
-0.08349609375,0.3881118881118881,0.0030106595979020982,286,0
-0.0791015625,0.3881118881118881,0.0030106595979020982,286,0
-0.07470703125,0.3881118881118881,0.0030481747027972027,285,1
-0.072509765625,0.3881118881118881,0.0030481747027972027,285,1
-0.0703125,0.3881118881118881,0.0030481747027972027,285,1
-0.06689453125,0.3881118881118881,0.0031523141433566436,283,3
-0.0634765625,0.3881118881118881,0.0031967563111888106,282,4
-0.0628662109375,0.3881118881118881,0.0031967563111888106,282,4
-0.062255859375,0.3881118881118881,0.0031967563111888106,282,4
-0.0615234375,0.3881118881118881,0.0031967563111888106,282,4
-0.060791015625,0.3881118881118881,0.0031967563111888106,282,4
-0.0606689453125,0.3881118881118881,0.0031967563111888106,282,4
-0.060546875,0.3881118881118881,0.0031967563111888106,282,4
-0.0601806640625,0.3881118881118881,0.0031967563111888106,282,4
-0.059814453125,0.3881118881118881,0.0031967563111888106,282,4
-0.0596923828125,0.3881118881118881,0.0031967563111888106,282,4
-0.0595703125,0.3881118881118881,0.0031967563111888106,282,4
-0.0594482421875,0.3881118881118881,0.0031967563111888106,282,4
-0.059326171875,0.3881118881118881,0.0031967563111888106,282,4
-0.0584716796875,0.3881118881118881,0.0031967563111888106,282,4
-0.0576171875,0.3881118881118881,0.0031967563111888106,282,4
-0.057373046875,0.3881118881118881,0.0031967563111888106,282,4
-0.05712890625,0.3881118881118881,0.0031967563111888106,282,4
-0.056640625,0.3881118881118881,0.0031967563111888106,282,4
-0.05615234375,0.3881118881118881,0.0031967563111888106,282,4
-0.0557861328125,0.3881118881118881,0.0031967563111888106,282,4
-0.055419921875,0.3881118881118881,0.0031967563111888106,282,4
-0.0550537109375,0.3881118881118881,0.0031967563111888106,282,4
-0.0546875,0.3881118881118881,0.0031967563111888106,282,4
-0.0543212890625,0.3881118881118881,0.003244039353146853,281,5
-0.053955078125,0.3881118881118881,0.003244039353146853,281,5
-0.0538330078125,0.3881118881118881,0.003244039353146853,281,5
-0.0537109375,0.3881118881118881,0.003244039353146853,281,5
-0.0535888671875,0.3881118881118881,0.003244039353146853,281,5
-0.053466796875,0.3881118881118881,0.003244039353146853,281,5
-0.05322265625,0.3881118881118881,0.003244039353146853,281,5
-0.052978515625,0.3881118881118881,0.003244039353146853,281,5
-0.052490234375,0.3881118881118881,0.003244039353146853,281,5
-0.052001953125,0.3881118881118881,0.003244039353146853,281,5
-0.0517578125,0.3881118881118881,0.003244039353146853,281,5
-0.051513671875,0.3881118881118881,0.003244039353146853,281,5
-0.0513916015625,0.3881118881118881,0.003244039353146853,281,5
-0.05126953125,0.3881118881118881,0.003244039353146853,281,5
-0.05029296875,0.3881118881118881,0.003244039353146853,281,5
-0.04931640625,0.3881118881118881,0.003244039353146853,281,5
-0.0489501953125,0.3881118881118881,0.003244039353146853,281,5
-0.048583984375,0.3881118881118881,0.003244039353146853,281,5
-0.0484619140625,0.3881118881118881,0.003244039353146853,281,5
-0.04833984375,0.3881118881118881,0.003244039353146853,281,5
-0.0482177734375,0.3881118881118881,0.003244039353146853,281,5
-0.048095703125,0.3881118881118881,0.003244039353146853,281,5
-0.04736328125,0.3881118881118881,0.003244039353146853,281,5
-0.046630859375,0.3881118881118881,0.003244039353146853,281,5
-0.0465087890625,0.3881118881118881,0.003244039353146853,281,5
-0.04638671875,0.3881118881118881,0.003244039353146853,281,5
-0.0457763671875,0.3881118881118881,0.003244039353146853,281,5
-0.045166015625,0.3881118881118881,0.003244039353146853,281,5
-0.0450439453125,0.3881118881118881,0.003244039353146853,281,5
-0.044921875,0.3881118881118881,0.003244039353146853,281,5
-0.0447998046875,0.3881118881118881,0.003244039353146853,281,5
-0.044677734375,0.3881118881118881,0.003244039353146853,281,5
-0.04443359375,0.3881118881118881,0.003244039353146853,281,5
-0.044189453125,0.3881118881118881,0.003244039353146853,281,5
-0.043701171875,0.3881118881118881,0.003244039353146853,281,5
-0.043212890625,0.3881118881118881,0.003244039353146853,281,5
-0.042724609375,0.3881118881118881,0.003244039353146853,281,5
-0.042236328125,0.3881118881118881,0.003244039353146853,281,5
-0.0416259765625,0.3881118881118881,0.003244039353146853,281,5
-0.041015625,0.3881118881118881,0.0033240508216783216,280,6
-0.0408935546875,0.3881118881118881,0.0033240508216783216,280,6
-0.040771484375,0.3881118881118881,0.0033240508216783216,280,6
-0.0406494140625,0.3881118881118881,0.0033240508216783216,280,6
-0.04052734375,0.3881118881118881,0.0033240508216783216,280,6
-0.0404052734375,0.3881118881118881,0.0033240508216783216,280,6
-0.040283203125,0.3881118881118881,0.0033240508216783216,280,6
-0.0400390625,0.3881118881118881,0.0033240508216783216,280,6
-0.039794921875,0.3881118881118881,0.00335020243006993,279,7
-0.0396728515625,0.3881118881118881,0.00335020243006993,279,7
-0.03955078125,0.3881118881118881,0.00335020243006993,279,7
-0.039306640625,0.3881118881118881,0.00335020243006993,279,7
-0.0390625,0.3881118881118881,0.00335020243006993,279,7
-0.0384521484375,0.3881118881118881,0.00335020243006993,279,7
-0.037841796875,0.3881118881118881,0.00335020243006993,279,7
-0.0374755859375,0.3881118881118881,0.00335020243006993,279,7
-0.037109375,0.3881118881118881,0.0033884958566433566,278,8
-0.0369873046875,0.3881118881118881,0.0033884958566433566,278,8
-0.036865234375,0.3881118881118881,0.0033884958566433566,278,8
-0.036376953125,0.3881118881118881,0.0033884958566433566,278,8
-0.035888671875,0.38461538461538464,0.0034230144230769227,277,9
-0.03564453125,0.38461538461538464,0.0034230144230769227,277,9
-0.035400390625,0.38461538461538464,0.0034230144230769227,277,9
-0.0352783203125,0.38461538461538464,0.0034230144230769227,277,9
-0.03515625,0.38461538461538464,0.0034230144230769227,277,9
-0.0350341796875,0.38461538461538464,0.0034230144230769227,277,9
-0.034912109375,0.38461538461538464,0.0034230144230769227,277,9
-0.03466796875,0.38461538461538464,0.0034230144230769227,277,9
-0.034423828125,0.38461538461538464,0.0034230144230769227,277,9
-0.0341796875,0.38461538461538464,0.0034230144230769227,277,9
-0.033935546875,0.38461538461538464,0.0034230144230769227,277,9
-0.0338134765625,0.38461538461538464,0.0034230144230769227,277,9
-0.03369140625,0.38461538461538464,0.0034230144230769227,277,9
-0.033447265625,0.38461538461538464,0.0034230144230769227,277,9
-0.033203125,0.38461538461538464,0.0034230144230769227,277,9
-0.0330810546875,0.38461538461538464,0.0034230144230769227,277,9
-0.032958984375,0.38461538461538464,0.0034230144230769227,277,9
-0.0325927734375,0.38461538461538464,0.0034969549825174823,276,10
-0.0322265625,0.38461538461538464,0.0035572359965034966,274,12
-0.0321044921875,0.38461538461538464,0.0035572359965034966,274,12
-0.031982421875,0.38461538461538464,0.0035572359965034966,274,12
-0.03173828125,0.38461538461538464,0.0035572359965034966,274,12
-0.031494140625,0.38461538461538464,0.0035572359965034966,274,12
-0.0313720703125,0.38461538461538464,0.0035572359965034966,274,12
-0.03125,0.38461538461538464,0.0035572359965034966,274,12
-0.03118896484375,0.38461538461538464,0.003642384388111888,272,14
-0.0311279296875,0.38461538461538464,0.003642384388111888,272,14
-0.031005859375,0.38461538461538464,0.003642384388111888,272,14
-0.0308837890625,0.38461538461538464,0.003642384388111888,272,14
-0.03070068359375,0.38461538461538464,0.003642384388111888,272,14
-0.030517578125,0.38461538461538464,0.003727221451048951,271,15
-0.03045654296875,0.38461538461538464,0.003727221451048951,271,15
-0.0303955078125,0.38461538461538464,0.003727221451048951,271,15
-0.03033447265625,0.38461538461538464,0.0038057151923076922,270,16
-0.0302734375,0.38461538461538464,0.0038057151923076922,270,16
-0.03021240234375,0.38461538461538464,0.0038057151923076922,270,16
-0.0301513671875,0.38461538461538464,0.0038057151923076922,270,16
-0.03009033203125,0.38461538461538464,0.0038057151923076922,270,16
-0.030029296875,0.38461538461538464,0.0038057151923076922,270,16
-0.0296630859375,0.38461538461538464,0.0038057151923076922,270,16
-0.029296875,0.38461538461538464,0.0038057151923076922,270,16
-0.02923583984375,0.38461538461538464,0.0039204398076923075,269,17
-0.0291748046875,0.38461538461538464,0.0039204398076923075,269,17
-0.02911376953125,0.38461538461538464,0.0039204398076923075,269,17
-0.029052734375,0.38461538461538464,0.0039204398076923075,269,17
-0.0289306640625,0.38461538461538464,0.0039204398076923075,269,17
-0.02880859375,0.38461538461538464,0.0039204398076923075,269,17
-0.02862548828125,0.38461538461538464,0.0039204398076923075,269,17
-0.0284423828125,0.38461538461538464,0.0039204398076923075,269,17
-0.0281982421875,0.38461538461538464,0.004169113583916084,266,20
-0.0279541015625,0.38461538461538464,0.004258620576923077,265,21
-0.02764892578125,0.38461538461538464,0.004290765262237762,264,22
-0.02734375,0.38461538461538464,0.004290765262237762,264,22
-0.0272216796875,0.38461538461538464,0.004290765262237762,264,22
-0.027099609375,0.38461538461538464,0.004290765262237762,264,22
-0.02703857421875,0.38461538461538464,0.004332911381118881,263,23
-0.0269775390625,0.38461538461538464,0.004332911381118881,263,23
-0.02691650390625,0.38461538461538464,0.004332911381118881,263,23
-0.02685546875,0.38461538461538464,0.004332911381118881,263,23
-0.02667236328125,0.38461538461538464,0.004332911381118881,263,23
-0.0264892578125,0.38461538461538464,0.004332911381118881,263,23
-0.02642822265625,0.38461538461538464,0.004365406311188811,262,24
-0.0263671875,0.38461538461538464,0.004365406311188811,262,24
-0.02606201171875,0.38461538461538464,0.004365406311188811,262,24
-0.0257568359375,0.38461538461538464,0.004365406311188811,262,24
-0.025390625,0.38461538461538464,0.0044040499825174825,261,25
-0.0250244140625,0.38461538461538464,0.004541774003496504,260,26
-0.02490234375,0.38461538461538464,0.004541774003496504,260,26
-0.0247802734375,0.38461538461538464,0.004541774003496504,260,26
-0.02471923828125,0.38461538461538464,0.004541774003496504,260,26
-0.024658203125,0.38461538461538464,0.004541774003496504,260,26
-0.02459716796875,0.38461538461538464,0.004541774003496504,260,26
-0.0245361328125,0.38461538461538464,0.004541774003496504,260,26
-0.02447509765625,0.38461538461538464,0.004541774003496504,260,26
-0.0244140625,0.38461538461538464,0.004541774003496504,260,26
-0.02435302734375,0.38461538461538464,0.004541774003496504,260,26
-0.0242919921875,0.38461538461538464,0.004541774003496504,260,26
-0.02410888671875,0.38461538461538464,0.004541774003496504,260,26
-0.02392578125,0.38461538461538464,0.004541774003496504,260,26
-0.02386474609375,0.38461538461538464,0.004541774003496504,260,26
-0.0238037109375,0.38461538461538464,0.004541774003496504,260,26
-0.0233154296875,0.38461538461538464,0.004541774003496504,260,26
-0.0228271484375,0.38461538461538464,0.004541774003496504,260,26
-0.022705078125,0.38461538461538464,0.004541774003496504,260,26
-0.0225830078125,0.38461538461538464,0.004541774003496504,260,26
-0.02252197265625,0.38461538461538464,0.004541774003496504,260,26
-0.0224609375,0.38461538461538464,0.004541774003496504,260,26
-0.02203369140625,0.38461538461538464,0.004541774003496504,260,26
-0.0216064453125,0.38461538461538464,0.004603728409090909,259,27
-0.02154541015625,0.38461538461538464,0.004603728409090909,259,27
-0.021484375,0.38461538461538464,0.004603728409090909,259,27
-0.0213623046875,0.38461538461538464,0.004603728409090909,259,27
-0.021240234375,0.38461538461538464,0.004603728409090909,259,27
-0.02117919921875,0.38461538461538464,0.004603728409090909,259,27
-0.0211181640625,0.38461538461538464,0.004603728409090909,259,27
-0.02105712890625,0.38461538461538464,0.004603728409090909,259,27
-0.02099609375,0.38461538461538464,0.004603728409090909,259,27
-0.020751953125,0.38461538461538464,0.004603728409090909,259,27
-0.0205078125,0.38461538461538464,0.004603728409090909,259,27
-0.02032470703125,0.38461538461538464,0.004603728409090909,259,27
-0.0201416015625,0.38461538461538464,0.004603728409090909,259,27
-0.02008056640625,0.38461538461538464,0.004603728409090909,259,27
-0.02001953125,0.38461538461538464,0.004603728409090909,259,27
-0.0198974609375,0.38461538461538464,0.004603728409090909,259,27
-0.019775390625,0.38461538461538464,0.004603728409090909,259,27
-0.0196533203125,0.38461538461538464,0.004603728409090909,259,27
-0.01953125,0.38461538461538464,0.004603728409090909,259,27
-0.019287109375,0.38461538461538464,0.004603728409090909,259,27
-0.01904296875,0.38461538461538464,0.004603728409090909,259,27
-0.0189208984375,0.38461538461538464,0.004603728409090909,259,27
