policy,policy_type,lambda,cost_metric,cost_accounting,mean_true_reward,mean_true_cost,mean_true_utility,choice_counts_by_route,called_counts_by_route,thresholds,cascade_order,cascade_order_labels,train_utility
cascade_train_tau_weighted,cascade_train_thresholds,0.0,output_tokens,sequential_cascade,0.44405594405594406,0.018454961437062937,0.44405594405594406,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 9, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 40, ""solver:openai/gpt-oss-120b"": 113, ""solver:openai/gpt-oss-20b"": 124}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 173, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 164, ""solver:openai/gpt-oss-120b"": 286, ""solver:openai/gpt-oss-20b"": 124}","[0.6835937499999996, 0.829427083333333, 0.14046223958333337]","[3, 0, 2, 1]","[""solver:openai/gpt-oss-120b"", ""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-20b""]",0.518324607329843
cascade_train_tau_weighted,cascade_train_thresholds,5.0,output_tokens,sequential_cascade,0.3776223776223776,0.006477620916083915,0.34523427304195803,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 28, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 64}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 258}","[0.9453125, 0.8046875, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.44200746562390947
cascade_train_tau_weighted,cascade_train_thresholds,10.0,output_tokens,sequential_cascade,0.3776223776223776,0.006477620916083915,0.31284616846153845,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 28, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 64}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 194, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 258}","[0.9453125, 0.8046875, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.41281074276614305
cascade_train_tau_weighted,cascade_train_thresholds,15.0,output_tokens,sequential_cascade,0.3741258741258741,0.003035288097902098,0.32859655265734267,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","[0.829427083333333, -0.093751, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.39437012168848046
cascade_train_tau_weighted,cascade_train_thresholds,20.0,output_tokens,sequential_cascade,0.3741258741258741,0.003035288097902098,0.31342011216783217,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","[0.829427083333333, -0.093751, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.3809751709773127
cascade_train_tau_weighted,cascade_train_thresholds,25.0,output_tokens,sequential_cascade,0.3741258741258741,0.003035288097902098,0.29824367167832166,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","[0.829427083333333, -0.093751, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.3675802202661428
cascade_train_tau_weighted,cascade_train_thresholds,30.0,output_tokens,sequential_cascade,0.3741258741258741,0.003035288097902098,0.28306723118881116,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","[0.829427083333333, -0.093751, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.35418526955497437
cascade_train_tau_weighted,cascade_train_thresholds,35.0,output_tokens,sequential_cascade,0.3741258741258741,0.003035288097902098,0.26789079069930066,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","[0.829427083333333, -0.093751, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.3407903188438048
cascade_train_tau_weighted,cascade_train_thresholds,40.0,output_tokens,sequential_cascade,0.3741258741258741,0.003035288097902098,0.25271435020979016,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","[0.829427083333333, -0.093751, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.32739536813263576
cascade_train_tau_weighted,cascade_train_thresholds,50.0,output_tokens,sequential_cascade,0.3741258741258741,0.003035288097902098,0.22236146923076922,"{""scout:Qwen/Qwen3-4B-Instruct-2507"": 48, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","{""scout:Qwen/Qwen3-4B-Instruct-2507"": 286, ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"": 0, ""solver:openai/gpt-oss-120b"": 0, ""solver:openai/gpt-oss-20b"": 238}","[0.829427083333333, -0.093751, -0.09326271875]","[0, 1, 2, 3]","[""scout:Qwen/Qwen3-4B-Instruct-2507"", ""solver:openai/gpt-oss-20b"", ""solver:Qwen/Qwen3-Coder-30B-A3B-Instruct"", ""solver:openai/gpt-oss-120b""]",0.3006054667102973
