portfolio,split_idx,n_train_ids,n_eval_ids,calibration,budget,strategy,n_selected_labels,selected_positive_rate,best_of_n_lift_vs_raw,best_of_n_oracle_gap_recovered,patch_auc_raw,patch_auc_calibrated,patch_pearson_raw,patch_pearson_calibrated,brier_raw,brier_calibrated,nll_raw,nll_calibrated,best_of_n_pass_rate_raw,best_of_n_pass_rate_calibrated,oracle_best_of_n_pass_rate,mean_portfolio_cost
20b_x3,0,74,74,raw,0,none,0,nan,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6265254652374442,0.16101658755984577,0.16101658755984577,0.4964520783467153,0.4964520783467153,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,16,random,16,0.6875,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6247465510532725,0.16101658755984577,0.30229596648737517,0.4964520783467153,0.801149887935273,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,16,uncertainty,16,0.6875,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6263673739335696,0.16101658755984577,0.32608509658605106,0.4964520783467153,0.8546898983478961,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,16,top2_margin,16,1.0,-0.040540540540540515,-2.999999999999992,0.8634575923392613,0.5,0.6265254652374442,-6.46743539996004e-17,0.16101658755984577,0.5774416284796907,0.4964520783467153,2.1718575953994175,0.4189189189189189,0.3783783783783784,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,16,route_balanced_random,16,0.5,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6268940510384351,0.16101658755984577,0.2037246041288527,0.4964520783467153,0.5989808852994556,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,16,high_score,16,1.0,-0.040540540540540515,-2.999999999999992,0.8634575923392613,0.5,0.6265254652374442,-6.46743539996004e-17,0.16101658755984577,0.5774416284796907,0.4964520783467153,2.1718575953994175,0.4189189189189189,0.3783783783783784,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,32,random,32,0.625,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6229383588436762,0.16101658755984577,0.2312695074011904,0.4964520783467153,0.653090287548265,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,32,uncertainty,32,0.53125,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6264295741614675,0.16101658755984577,0.25257065197578876,0.4964520783467153,0.6982687190743544,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,32,top2_margin,32,0.90625,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6187752883578561,0.16101658755984577,0.478672335029952,0.4964520783467153,1.3465401412570936,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,32,route_balanced_random,32,0.53125,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6274742624214664,0.16101658755984577,0.19156027990938218,0.4964520783467153,0.5729162806891873,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,32,high_score,32,0.8125,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6262204726986451,0.16101658755984577,0.4147984703296348,0.4964520783467153,1.095389886083214,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,64,random,64,0.53125,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6276709808304508,0.16101658755984577,0.18667353715796814,0.4964520783467153,0.5620316387774319,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,64,uncertainty,64,0.5625,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6249132982602437,0.16101658755984577,0.22782312258959184,0.4964520783467153,0.6473448313324411,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,64,top2_margin,64,0.734375,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6191979176746315,0.16101658755984577,0.25313320930020555,0.4964520783467153,0.6975985287368373,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,64,route_balanced_random,64,0.609375,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6231250645269572,0.16101658755984577,0.21540574933340798,0.4964520783467153,0.6203395935332182,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,64,high_score,64,0.734375,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6253735892278761,0.16101658755984577,0.34071239463390635,0.4964520783467153,0.889379503043545,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,128,random,128,0.5625,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6254273974614646,0.16101658755984577,0.20369132871156995,0.4964520783467153,0.5974697237157687,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,128,uncertainty,128,0.5703125,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6250375224697294,0.16101658755984577,0.21967484395224807,0.4964520783467153,0.6307356543571343,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,128,top2_margin,128,0.6171875,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6246645213216268,0.16101658755984577,0.20542273197812663,0.4964520783467153,0.6004040960830845,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,128,route_balanced_random,128,0.5546875,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6261929315697986,0.16101658755984577,0.1905291801359291,0.4964520783467153,0.5691873102255101,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global,128,high_score,128,0.734375,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6261148061640635,0.16101658755984577,0.35277742547201074,0.4964520783467153,0.9191684246522523,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,raw,0,none,0,nan,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6265254652374442,0.16101658755984577,0.16101658755984577,0.4964520783467153,0.4964520783467153,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,16,random,16,0.5625,0.0,0.0,0.8634575923392613,0.872093023255814,0.6265254652374442,0.6348008066709444,0.16101658755984577,0.23459023552335573,0.4964520783467153,0.6614877163921723,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,16,uncertainty,16,0.6875,0.0,0.0,0.8634575923392613,0.8525991792065664,0.6265254652374442,0.5761390090792132,0.16101658755984577,0.3227120287816878,0.4964520783467153,0.8469106537116159,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,16,top2_margin,16,1.0,-0.040540540540540515,-2.999999999999992,0.8634575923392613,0.5,0.6265254652374442,-6.46743539996004e-17,0.16101658755984577,0.5774416284796907,0.4964520783467153,2.1718575953994175,0.4189189189189189,0.3783783783783784,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,16,route_balanced_random,16,0.6875,0.0,0.0,0.8634575923392613,0.8696990424076607,0.6265254652374442,0.6296500967455777,0.16101658755984577,0.2861886658876258,0.4964520783467153,0.7662826413644979,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,16,high_score,16,1.0,-0.040540540540540515,-2.999999999999992,0.8634575923392613,0.5,0.6265254652374442,-6.46743539996004e-17,0.16101658755984577,0.5774416284796907,0.4964520783467153,2.1718575953994175,0.4189189189189189,0.3783783783783784,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,32,random,32,0.5625,0.0,0.0,0.8634575923392613,0.8696990424076607,0.6265254652374442,0.6325624580782552,0.16101658755984577,0.20885215486609515,0.4964520783467153,0.6091151649496243,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,32,uncertainty,32,0.53125,0.0,0.0,0.8634575923392613,0.8759404924760602,0.6265254652374442,0.6295662646123094,0.16101658755984577,0.2481021472578095,0.4964520783467153,0.689297783817451,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,32,top2_margin,32,0.90625,0.0,0.0,0.8634575923392613,0.8715800273597811,0.6265254652374442,0.6258780860221778,0.16101658755984577,0.47177243581232864,0.4964520783467153,1.3157858621114569,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,32,route_balanced_random,32,0.46875,0.0,0.0,0.8634575923392613,0.8691005471956225,0.6265254652374442,0.6350220102128207,0.16101658755984577,0.18178412150166254,0.4964520783467153,0.5513328721865296,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,32,high_score,32,0.8125,0.0,0.0,0.8634575923392613,0.8492647058823529,0.6265254652374442,0.5973987837738607,0.16101658755984577,0.41548064682399494,0.4964520783467153,1.0975972784130181,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,64,random,64,0.5625,0.0,0.0,0.8634575923392613,0.8728625170998632,0.6265254652374442,0.6365125698291682,0.16101658755984577,0.19680219083073433,0.4964520783467153,0.5836195916532773,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,64,uncertainty,64,0.5625,0.0,0.0,0.8634575923392613,0.8729480164158687,0.6265254652374442,0.6347254024299634,0.16101658755984577,0.2196514295202077,0.4964520783467153,0.630345830723968,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,64,top2_margin,64,0.734375,0.0,0.0,0.8634575923392613,0.8718365253077975,0.6265254652374442,0.6284063004330291,0.16101658755984577,0.23573290202666847,0.4964520783467153,0.6611210419968055,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,64,route_balanced_random,64,0.59375,0.0,0.0,0.8634575923392613,0.8722640218878249,0.6265254652374442,0.6339954852745936,0.16101658755984577,0.2173240144814654,0.4964520783467153,0.6252663921040272,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,64,high_score,64,0.734375,0.0,0.0,0.8634575923392613,0.8746580027359782,0.6265254652374442,0.6358821932804422,0.16101658755984577,0.3301899072525259,0.4964520783467153,0.864249781175624,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,128,random,128,0.5859375,0.0,0.0,0.8634575923392613,0.8731190150478796,0.6265254652374442,0.6347405738795515,0.16101658755984577,0.19846660009423006,0.4964520783467153,0.5847885813306989,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,128,uncertainty,128,0.5703125,-0.013513513513513487,-0.9999999999999959,0.8634575923392613,0.8732900136798906,0.6265254652374442,0.6362489264766303,0.16101658755984577,0.20571175185602303,0.4964520783467153,0.6014860794315082,0.4189189189189189,0.40540540540540543,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,128,top2_margin,128,0.6171875,0.0,0.0,0.8634575923392613,0.8726915184678523,0.6265254652374442,0.6354591830407608,0.16101658755984577,0.19247374485639202,0.4964520783467153,0.5727784185619584,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,128,route_balanced_random,128,0.53125,0.0,0.0,0.8634575923392613,0.8726060191518468,0.6265254652374442,0.6371514791156615,0.16101658755984577,0.17968319010287914,0.4964520783467153,0.5451180270544987,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,global_len,128,high_score,128,0.734375,0.0,0.0,0.8634575923392613,0.8734610123119015,0.6265254652374442,0.6208166353038822,0.16101658755984577,0.3373378094243889,0.4964520783467153,0.881245212342237,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
20b_x3,0,74,74,raw,0,none,0,nan,0.0,0.0,0.8634575923392613,0.8634575923392613,0.6265254652374442,0.6265254652374442,0.16101658755984577,0.16101658755984577,0.4964520783467153,0.4964520783467153,0.4189189189189189,0.4189189189189189,0.43243243243243246,0.010003476121621618
