split_idx,score_model,lambda,train_utility,eval_utility_minus_best_baseline,best_baseline,best_baseline_utility,oracle_dynamic_utility,oracle_dynamic_reward,oracle_dynamic_cost,eval_mean_reward,eval_mean_cost,eval_mean_20b_rollouts,eval_escalate_120b_after_3,eval_submit_20b_after_1,eval_submit_20b_after_3,eval_submit_20b_after_2,eval_escalate_120b_after_1,eval_escalate_120b,eval_mean_utility,chosen_escalate_tau_1,chosen_submit_tau_1,chosen_escalate_tau_2,chosen_submit_tau_2,chosen_final_escalate_tau,eval_escalate_120b_after_2
0,raw_state_score,0.0,0.527027027027027,-0.05405405405405406,20B_x3_pred_best,0.581081081081081,0.6486486486486487,0.6486486486486487,0.004864391716216216,0.527027027027027,0.010907484081081081,1.554054054054054,18,52,2,1,1,19,0.527027027027027,0.028089270236134528,0.1711648367345333,0.028089270236134528,0.4681466966867447,0.4681466966867447,
0,raw_state_score,1.0,0.5159569185405405,-0.055366544851351285,20B_x3_pred_best,0.5721613571486486,0.6443759634324324,0.6486486486486487,0.004272685216216216,0.527027027027027,0.010232214729729731,1.4054054054054055,7,52,2,1,1,19,0.5167948122972973,0.028089270236134528,0.1711648367345333,0.1711648367345333,0.4681466966867447,0.4681466966867447,11
0,raw_state_score,2.0,0.504886810054054,-0.056679035648648624,20B_x3_pred_best,0.5632416332162161,0.6401032782162163,0.6486486486486487,0.004272685216216216,0.527027027027027,0.010232214729729731,1.4054054054054055,7,52,2,1,1,19,0.5065625975675675,0.028089270236134528,0.1711648367345333,0.1711648367345333,0.4681466966867447,0.4681466966867447,11
0,raw_state_score,5.0,0.47167648459459455,-0.06061650804054053,20B_x3_pred_best,0.5364824614189189,0.6272852225675676,0.6486486486486487,0.004272685216216216,0.527027027027027,0.010232214729729731,1.4054054054054055,7,52,2,1,1,19,0.47586595337837834,0.028089270236134528,0.1711648367345333,0.1711648367345333,0.4681466966867447,0.4681466966867447,11
0,raw_state_score,10.0,0.4284943385135135,-0.0275665933783783,20B_x3_pred_best,0.4918838417567567,0.6059217964864865,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.007622329216216216,1.554054054054054,8,52,12,1,1,9,0.4643172483783784,0.028089270236134528,0.1711648367345333,0.028089270236134528,0.4681466966867447,0.1711648367345333,
0,raw_state_score,20.0,0.3841293445945946,0.01173271351351346,20B_r0,0.4546775905405405,0.5631949443243244,0.6486486486486487,0.004272685216216216,0.527027027027027,0.003030836148648649,1.0,,73,,,1,1,0.466410304054054,0.028089270236134528,0.028089270236134528,0.028089270236134528,0.028089270236134528,0.028089270236134528,
0,state_score,0.0,0.527027027027027,-0.05405405405405406,20B_x3_pred_best,0.581081081081081,0.6486486486486487,0.6486486486486487,0.004864391716216216,0.527027027027027,0.010907484081081081,1.554054054054054,18,52,2,1,1,19,0.527027027027027,0.24645306226837396,0.31364385670168643,0.24645306226837396,0.47779195722904927,0.47779195722904927,
0,state_score,1.0,0.5159569185405405,-0.055366544851351285,20B_x3_pred_best,0.5721613571486486,0.6443759634324324,0.6486486486486487,0.004272685216216216,0.527027027027027,0.010232214729729731,1.4054054054054055,7,52,2,1,1,19,0.5167948122972973,0.24645306226837396,0.31364385670168643,0.31364385670168643,0.47779195722904927,0.47779195722904927,11
0,state_score,2.0,0.504886810054054,-0.056679035648648624,20B_x3_pred_best,0.5632416332162161,0.6401032782162163,0.6486486486486487,0.004272685216216216,0.527027027027027,0.010232214729729731,1.4054054054054055,7,52,2,1,1,19,0.5065625975675675,0.24645306226837396,0.31364385670168643,0.31364385670168643,0.47779195722904927,0.47779195722904927,11
0,state_score,5.0,0.47167648459459455,-0.06061650804054053,20B_x3_pred_best,0.5364824614189189,0.6272852225675676,0.6486486486486487,0.004272685216216216,0.527027027027027,0.010232214729729731,1.4054054054054055,7,52,2,1,1,19,0.47586595337837834,0.24645306226837396,0.31364385670168643,0.31364385670168643,0.47779195722904927,0.47779195722904927,11
0,state_score,10.0,0.4284943385135135,-0.0275665933783783,20B_x3_pred_best,0.4918838417567567,0.6059217964864865,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.007622329216216216,1.554054054054054,8,52,12,1,1,9,0.4643172483783784,0.24645306226837396,0.31364385670168643,0.24645306226837396,0.47779195722904927,0.31364385670168643,
0,state_score,20.0,0.3841293445945946,0.01173271351351346,20B_r0,0.4546775905405405,0.5631949443243244,0.6486486486486487,0.004272685216216216,0.527027027027027,0.003030836148648649,1.0,,73,,,1,1,0.466410304054054,0.24645306226837396,0.24645306226837396,0.24645306226837396,0.24645306226837396,0.24645306226837396,
0,state_score_n,0.0,0.527027027027027,-0.04054054054054046,20B_x3_pred_best,0.581081081081081,0.6486486486486487,0.6486486486486487,0.004864391716216216,0.5405405405405406,0.00793478460810811,1.445945945945946,10,57,6,1,,10,0.5405405405405406,0.2233269385725112,0.31255991047832443,0.2233269385725112,0.47746773021421485,0.31255991047832443,
0,state_score_n,1.0,0.5186725109594594,-0.03955560121621615,20B_x3_pred_best,0.5721613571486486,0.6443759634324324,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.00793478460810811,1.445945945945946,10,57,6,1,,10,0.5326057559324324,0.2233269385725112,0.31255991047832443,0.2233269385725112,0.47746773021421485,0.31255991047832443,
0,state_score_n,2.0,0.5103179948918919,-0.03857066189189173,20B_x3_pred_best,0.5632416332162161,0.6401032782162163,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.00793478460810811,1.445945945945946,10,57,6,1,,10,0.5246709713243244,0.2233269385725112,0.31255991047832443,0.2233269385725112,0.47746773021421485,0.31255991047832443,
0,state_score_n,5.0,0.48525444668918916,-0.03561584391891881,20B_x3_pred_best,0.5364824614189189,0.6272852225675676,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.00793478460810811,1.445945945945946,10,57,6,1,,10,0.5008666175,0.2233269385725112,0.31255991047832443,0.2233269385725112,0.47746773021421485,0.31255991047832443,
0,state_score_n,10.0,0.4434818663513513,-0.030691147297297217,20B_x3_pred_best,0.4918838417567567,0.6059217964864865,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.00793478460810811,1.445945945945946,10,57,6,1,,10,0.4611926944594595,0.2233269385725112,0.31255991047832443,0.2233269385725112,0.47746773021421485,0.31255991047832443,
0,state_score_n,20.0,0.3855955624324324,-0.009439114324324371,20B_r0,0.4546775905405405,0.5631949443243244,0.6486486486486487,0.004272685216216216,0.527027027027027,0.004089427540540541,1.2297297297297298,,57,,17,,0,0.44523847621621615,0.2233269385725112,0.31255991047832443,0.2233269385725112,0.2233269385725112,0.2233269385725112,
0,state_full,0.0,0.527027027027027,-0.04054054054054046,20B_x3_pred_best,0.581081081081081,0.6486486486486487,0.6486486486486487,0.004864391716216216,0.5405405405405406,0.008722156905405405,1.445945945945946,11,57,5,1,,11,0.5405405405405406,0.16655818122447286,0.2508029628816383,0.16655818122447286,0.44106666950568973,0.2508029628816383,
0,state_full,1.0,0.5179517344864865,-0.03975778524324314,20B_x3_pred_best,0.5721613571486486,0.6443759634324324,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.008136968635135135,1.2837837837837838,,57,4,1,,12,0.5324035719054054,0.16655818122447286,0.2508029628816383,0.2508029628816383,0.44106666950568973,0.2508029628816383,12
0,state_full,2.0,0.508876441945946,-0.038975029945945816,20B_x3_pred_best,0.5632416332162161,0.6401032782162163,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.008136968635135135,1.2837837837837838,,57,4,1,,12,0.5242666032702703,0.16655818122447286,0.2508029628816383,0.2508029628816383,0.44106666950568973,0.2508029628816383,12
0,state_full,5.0,0.4816505643243243,-0.03662676405405396,20B_x3_pred_best,0.5364824614189189,0.6272852225675676,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.008136968635135135,1.2837837837837838,,57,4,1,,12,0.4998556973648649,0.16655818122447286,0.2508029628816383,0.2508029628816383,0.44106666950568973,0.2508029628816383,12
0,state_full,10.0,0.43627410162162156,-0.032712987567567464,20B_x3_pred_best,0.4918838417567567,0.6059217964864865,0.6486486486486487,0.004272685216216216,0.5405405405405406,0.008136968635135135,1.2837837837837838,,57,4,1,,12,0.45917085418918924,0.16655818122447286,0.2508029628816383,0.2508029628816383,0.44106666950568973,0.2508029628816383,12
0,state_full,20.0,0.3850952718918919,-0.009439114324324371,20B_r0,0.4546775905405405,0.5631949443243244,0.6486486486486487,0.004272685216216216,0.527027027027027,0.004089427540540541,1.2297297297297298,,57,,17,,0,0.44523847621621615,0.16655818122447286,0.2508029628816383,0.16655818122447286,0.16655818122447286,0.16655818122447286,
1,raw_state_score,0.0,0.5405405405405406,-0.027027027027027084,20B_x3_pred_best,0.5540540540540541,0.581081081081081,0.581081081081081,0.003958571189189189,0.527027027027027,0.02148949078378378,2.77027027027027,61,6,2,5,,61,0.527027027027027,0.02803433151745796,0.8558073043823242,0.02803433151745796,0.8558073043823242,0.8558073043823242,
1,raw_state_score,1.0,0.5242206450540541,-0.03530074263513516,20B_x3_pred_best,0.5454516723108108,0.5775867059729729,0.581081081081081,0.003494375108108108,0.527027027027027,0.01687609735135135,1.0,,6,,,68,68,0.5101509296756757,0.8558073043823242,0.8558073043823242,0.02803433151745796,0.02803433151745796,0.02803433151745796,
1,raw_state_score,2.0,0.5101424957027026,0.0008934441891891298,20B_x3_pred_best,0.5368492905675676,0.5740923308648648,0.581081081081081,0.003494375108108108,0.5540540540540541,0.00815565964864865,1.7567567567567568,9,30,3,32,,9,0.5377427347567567,0.02803433151745796,0.45671243965625763,0.02803433151745796,0.17288550734519958,0.17288550734519958,
1,raw_state_score,5.0,0.4878664261486486,-0.010096580743243377,20B_x3_pred_best,0.5110421453378379,0.5636092055405405,0.581081081081081,0.003494375108108108,0.527027027027027,0.0052162924864864865,1.5945945945945945,,30,,44,,0,0.5009455645945945,0.02803433151745796,0.45671243965625763,0.02803433151745796,0.02803433151745796,0.02803433151745796,
1,raw_state_score,10.0,0.46221933878378374,0.006833865540540496,20B_x3_pred_best,0.46803023662162163,0.54613733,0.581081081081081,0.003494375108108108,0.527027027027027,0.0052162924864864865,1.5945945945945945,,30,,44,,0,0.4748641021621621,0.02803433151745796,0.45671243965625763,0.02803433151745796,0.02803433151745796,0.02803433151745796,
1,raw_state_score,20.0,0.4111532118918919,0.0,20B_r0,0.42765372324324324,0.5111935789189188,0.581081081081081,0.003494375108108108,0.4864864864864865,0.002941638162162162,1.0,,74,,,,0,0.42765372324324324,0.02803433151745796,0.02803433151745796,0.02803433151745796,0.02803433151745796,0.02803433151745796,
